Name,Type 1,Type 2,Ability1,Ability2,Ability_Hidden,hasHP,hasAttack,hasDefense,hasSpAttack,hasSpDefense,hasSpeed,hasBST,Generation,hasExpToLvl100,esEvolucionFinal,hasCatchRate,isLegendary,Mega Evolution,Alolan Form,Galarian Form,hasHeight,hasWeight,hasBMI,Dataset_Pokedex.hasGenderMaleRatio,Dataset_Pokedex.hasGenderFemaleRatio,Dataset_Pokedex.hasEggSteps,Dataset_Pokedex.Egg_Group1,Dataset_Pokedex.Egg_Group2,Dataset_Pokedex.hasBaseExperience,Dataset_Pokedex.Category,Kanto.Moves
Illumise,Bug,,Oblivious, Prankster, Tinted Lens,65,47,75,73,85,85,430,3,1640000,VERDADERO,150,FALSO,FALSO,FALSO,FALSO,0.6,17.7,49.2,0,100,15,Bug,Human-Like,151,Ordinary,
Roselia,Grass,Poison,Leaf Guard, Natural Cure, Poison Point,50,60,45,100,80,65,400,3,1059860,FALSO,150,FALSO,FALSO,FALSO,FALSO,0.3,2,22.2,50,50,20,Fairy,Grass,140,Ordinary,
Gulpin,Poison,,Gluttony, Liquid Ooze, Sticky Hold,70,43,53,43,53,40,302,3,1640000,FALSO,225,FALSO,FALSO,FALSO,FALSO,0.4,10.3,64.4,50,50,20,Amorphous,,60,Ordinary,
Swalot,Poison,,Gluttony, Liquid Ooze, Sticky Hold,100,73,83,73,83,55,467,3,1640000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1.7,80,27.7,50,50,20,Amorphous,,163,Ordinary,
Carvanha,Water,Dark,Rough Skin, Speed Boost,,45,90,20,65,20,65,305,3,1250000,FALSO,225,FALSO,FALSO,FALSO,FALSO,0.8,20.8,32.5,50,50,20,Water2,,61,Ordinary,
Sharpedo,Water,Dark,Rough Skin, Speed Boost,,70,120,40,95,40,95,460,3,1250000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,1.8,88.8,27.4,50,50,20,Water2,,161,Ordinary,
Mega Sharpedo,Water,Dark,Strong Jaw,,,70,140,70,110,65,105,560,6,1250000,VERDADERO,60,FALSO,VERDADERO,FALSO,FALSO,2.5,130.3,20.8,50,50,20,Water2,,196,Ordinary,
Wailmer,Water,,Oblivious, Pressure, Water Veil,130,70,35,70,35,60,400,3,1640000,FALSO,125,FALSO,FALSO,FALSO,FALSO,2,130,32.5,50,50,40,Ground,Water2,80,Ordinary,
Wailord,Water,,Oblivious, Pressure, Water Veil,170,90,45,90,45,60,500,3,1640000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,14.5,398,1.9,50,50,40,Ground,Water2,175,Ordinary,
Numel,Fire,Ground,Oblivious, Own Tempo, Simple,60,60,40,65,45,35,305,3,1000000,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.7,24,49,50,50,20,Ground,,61,Ordinary,
Camerupt,Fire,Ground,Anger Point, Magma Armor, Solid Rock,70,100,70,105,75,40,460,3,1000000,VERDADERO,150,FALSO,FALSO,FALSO,FALSO,1.9,220,60.9,50,50,20,Ground,,161,Ordinary,
Mega Camerupt,Fire,Ground,Sheer Force,,,70,120,100,145,105,20,560,6,1000000,VERDADERO,150,FALSO,VERDADERO,FALSO,FALSO,2.5,320.5,51.3,50,50,20,Ground,,196,Ordinary,
Torkoal,Fire,,Drought, Shell Armor, White Smoke,70,85,140,85,70,20,470,3,1000000,VERDADERO,90,FALSO,FALSO,FALSO,FALSO,0.5,80.4,321.6,50,50,20,Ground,,165,Ordinary,
Spoink,Psychic,,Gluttony, Own Tempo, Thick Fat,60,25,35,70,80,60,330,3,800000,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.7,30.6,62.4,50,50,20,Ground,,66,Ordinary,
Grumpig,Psychic,,Gluttony, Own Tempo, Thick Fat,80,45,65,90,110,80,470,3,800000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,0.9,71.5,88.3,50,50,20,Ground,,165,Ordinary,
Spinda,Normal,,Contrary, Own Tempo, Tangled Feet,60,60,60,60,60,60,360,3,800000,VERDADERO,255,FALSO,FALSO,FALSO,FALSO,1.1,5,4.1,50,50,15,Ground,Human-Like,126,Ordinary,
Trapinch,Ground,,Arena Trap, Hyper Cutter, Sheer Force,45,100,45,45,45,10,290,3,1059860,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.7,15,30.6,50,50,20,Bug,Dragon,58,Ordinary,
Vibrava,Ground,Dragon,Levitate,,,50,70,50,50,50,70,340,3,1059860,FALSO,120,FALSO,FALSO,FALSO,FALSO,1.1,15.3,12.6,50,50,20,Bug,Dragon,119,Ordinary,
Flygon,Ground,Dragon,Levitate,,,80,100,80,80,80,100,520,3,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,2,82,20.5,50,50,20,Bug,Dragon,260,Ordinary,
Cacnea,Grass,,Sand Veil, Water Absorb,,50,85,40,85,40,35,335,3,1059860,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.4,51.3,320.6,50,50,20,Grass,Human-Like,67,Ordinary,
Cacturne,Grass,Dark,Sand Veil, Water Absorb,,70,115,60,115,60,55,475,3,1059860,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,1.3,77.4,45.8,50,50,20,Grass,Human-Like,166,Ordinary,
Swablu,Normal,Flying,Cloud Nine, Natural Cure,,45,40,60,40,75,50,310,3,600000,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.4,1.2,7.5,50,50,20,Flying,Dragon,62,Ordinary,
Altaria,Dragon,Flying,Cloud Nine, Natural Cure,,75,70,90,70,105,80,490,3,600000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.1,20.6,17,50,50,20,Flying,Dragon,172,Ordinary,
Mega Altaria,Dragon,Fairy,Pixilate,,,75,110,110,110,105,80,590,6,600000,VERDADERO,45,FALSO,VERDADERO,FALSO,FALSO,1.5,20.6,9.2,50,50,20,Flying,Dragon,207,Ordinary,
Zangoose,Normal,,Immunity, Toxic Boost,,73,115,60,60,60,90,458,3,600000,VERDADERO,90,FALSO,FALSO,FALSO,FALSO,1.3,40.3,23.8,50,50,20,Ground,,160,Ordinary,
Seviper,Poison,,Infiltrator, Shed Skin,,73,100,60,100,60,65,458,3,1640000,VERDADERO,90,FALSO,FALSO,FALSO,FALSO,2.7,52.5,7.2,50,50,20,Ground,Dragon,160,Ordinary,
Lunatone,Rock,Psychic,Levitate,,,90,55,65,95,85,70,460,3,800000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1,168,168,0,0,25,Mineral,,161,Ordinary,
Solrock,Rock,Psychic,Levitate,,,90,95,85,55,65,70,460,3,800000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.2,154,106.9,0,0,25,Mineral,,161,Ordinary,
Barboach,Water,Ground,Anticipation, Hydration, Oblivious,50,48,43,46,41,60,288,3,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.4,1.9,11.9,50,50,20,Water2,,58,Ordinary,
Whiscash,Water,Ground,Anticipation, Hydration, Oblivious,110,78,73,76,71,60,468,3,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,0.9,23.6,29.1,50,50,20,Water2,,164,Ordinary,
Corphish,Water,,Adaptability, Hyper Cutter, Shell Armor,43,80,65,50,35,35,308,3,1640000,FALSO,205,FALSO,FALSO,FALSO,FALSO,0.6,11.5,31.9,50,50,15,Water1,Water3,62,Ordinary,
Crawdaunt,Water,Dark,Adaptability, Hyper Cutter, Shell Armor,63,120,85,90,55,55,468,3,1640000,VERDADERO,155,FALSO,FALSO,FALSO,FALSO,1.1,32.8,27.1,50,50,15,Water1,Water3,164,Ordinary,
Baltoy,Ground,Psychic,Levitate,,,40,40,55,40,70,55,300,3,1000000,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.5,21.5,86,0,0,20,Mineral,,60,Ordinary,
Claydol,Ground,Psychic,Levitate,,,60,70,105,70,120,75,500,3,1000000,VERDADERO,90,FALSO,FALSO,FALSO,FALSO,1.5,108,48,0,0,20,Mineral,,175,Ordinary,
Lileep,Rock,Grass,Storm Drain, Suction Cups,,66,41,77,61,87,23,355,3,600000,FALSO,45,FALSO,FALSO,FALSO,FALSO,1,23.8,23.8,87.5,12.5,30,Water3,,71,Ordinary,
Cradily,Rock,Grass,Storm Drain, Suction Cups,,86,81,97,81,107,43,495,3,600000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.5,60.4,26.8,87.5,12.5,30,Water3,,173,Ordinary,
Anorith,Rock,Bug,Battle Armor, Swift Swim,,45,95,50,40,50,75,355,3,600000,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.7,12.5,25.5,87.5,12.5,30,Water3,,71,Ordinary,
Armaldo,Rock,Bug,Battle Armor, Swift Swim,,75,125,100,70,80,45,495,3,600000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.5,68.2,30.3,87.5,12.5,30,Water3,,173,Ordinary,
Feebas,Water,,Adaptability, Oblivious, Swift Swim,20,15,20,10,55,80,200,3,600000,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.6,7.4,20.6,50,50,20,Water1,Dragon,40,Ordinary,
Milotic,Water,,Competitive, Cute Charm, Marvel Scale,95,60,79,100,125,81,540,3,600000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,6.2,162,4.2,50,50,20,Water1,Dragon,189,Ordinary,
Castform,Normal,,Forecast,,,70,70,70,70,70,70,420,3,1000000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,0.3,0.8,8.9,50,50,25,Fairy,Amorphous,147,Ordinary,
Kecleon,Normal,,Color Change, Protean,,60,90,70,60,120,40,440,3,1059860,VERDADERO,200,FALSO,FALSO,FALSO,FALSO,1,22,22,50,50,20,Ground,,154,Ordinary,
Shuppet,Ghost,,Cursed Body, Frisk, Insomnia,44,75,35,63,33,45,295,3,800000,FALSO,225,FALSO,FALSO,FALSO,FALSO,0.6,2.3,6.4,50,50,25,Amorphous,,59,Ordinary,
Banette,Ghost,,Cursed Body, Frisk, Insomnia,64,115,65,83,63,65,455,3,800000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.1,12.5,10.3,50,50,25,Amorphous,,159,Ordinary,
Mega Banette,Ghost,,Prankster,,,64,165,75,93,83,75,555,6,800000,VERDADERO,45,FALSO,VERDADERO,FALSO,FALSO,1.2,13,9,50,50,25,Amorphous,,194,Ordinary,
Duskull,Ghost,,Frisk, Levitate,,20,40,90,30,90,25,295,3,800000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.8,15,23.4,50,50,25,Amorphous,,59,Ordinary,
Dusclops,Ghost,,Frisk, Pressure,,40,70,130,60,130,25,455,3,800000,FALSO,90,FALSO,FALSO,FALSO,FALSO,1.6,30.6,12,50,50,25,Amorphous,,159,Ordinary,
Tropius,Grass,Flying,Chlorophyll, Harvest, Solar Power,99,68,83,72,87,51,460,3,1250000,VERDADERO,200,FALSO,FALSO,FALSO,FALSO,2,100,25,50,50,25,Monster,Grass,161,Ordinary,
Chimecho,Psychic,,Levitate,,,75,50,80,95,90,65,455,3,800000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,0.6,1,2.8,50,50,25,Amorphous,,159,Ordinary,
Absol,Dark,,Justified, Pressure, Super Luck,65,130,60,75,60,75,465,3,1059860,VERDADERO,30,FALSO,FALSO,FALSO,FALSO,1.2,47,32.6,50,50,25,Ground,,163,Ordinary,
Mega Absol,Dark,,Magic Bounce,,,65,150,60,115,60,115,565,6,1059860,VERDADERO,30,FALSO,VERDADERO,FALSO,FALSO,1.2,49,34,50,50,25,Ground,,198,Ordinary,
Wynaut,Psychic,,Shadow Tag, Telepathy,,95,23,48,23,48,23,260,3,1000000,FALSO,125,FALSO,FALSO,FALSO,FALSO,0.6,14,38.9,50,50,20,Undiscovered,,52,Ordinary,
Snorunt,Ice,,Ice Body, Inner Focus, Moody,50,50,50,50,50,50,300,3,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.7,16.8,34.3,50,50,20,Fairy,Mineral,60,Ordinary,
Glalie,Ice,,Ice Body, Inner Focus, Moody,80,80,80,80,80,80,480,3,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1.5,256.5,114,50,50,20,Fairy,Mineral,168,Ordinary,
Mega Glalie,Ice,,Refrigerate,,,80,120,80,120,80,100,580,6,1000000,VERDADERO,75,FALSO,VERDADERO,FALSO,FALSO,2.1,350.2,79.4,50,50,20,Fairy,Mineral,203,Ordinary,
Spheal,Ice,Water,Ice Body, Oblivious, Thick Fat,70,40,50,55,50,25,290,3,1059860,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.8,39.5,61.7,50,50,20,Water1,Ground,58,Ordinary,
Sealeo,Ice,Water,Ice Body, Oblivious, Thick Fat,90,60,70,75,70,45,410,3,1059860,FALSO,120,FALSO,FALSO,FALSO,FALSO,1.1,87.6,72.4,50,50,20,Water1,Ground,144,Ordinary,
Walrein,Ice,Water,Ice Body, Oblivious, Thick Fat,110,80,90,95,90,65,530,3,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.4,150.6,76.8,50,50,20,Water1,Ground,265,Ordinary,
Clamperl,Water,,Rattled, Shell Armor,,35,64,85,74,55,32,345,3,600000,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.4,52.5,328.1,50,50,20,Water1,,69,Ordinary,
Huntail,Water,,Swift Swim, Water Veil,,55,104,105,94,75,52,485,3,600000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,1.7,27,9.3,50,50,20,Water1,,170,Ordinary,
Gorebyss,Water,,Hydration, Swift Swim,,55,84,105,114,75,52,485,3,600000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,1.8,22.6,7,50,50,20,Water1,,170,Ordinary,
Relicanth,Water,Rock,Rock Head, Sturdy, Swift Swim,100,90,130,45,65,55,485,3,1250000,VERDADERO,25,FALSO,FALSO,FALSO,FALSO,1,23.4,23.4,87.5,12.5,40,Water1,Water2,170,Ordinary,
Luvdisc,Water,,Hydration, Swift Swim,,43,30,55,40,65,97,330,3,800000,VERDADERO,225,FALSO,FALSO,FALSO,FALSO,0.6,8.7,24.2,25,75,20,Water2,,116,Ordinary,
Bagon,Dragon,,Rock Head, Sheer Force,,45,75,60,40,30,50,300,3,1250000,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.6,42.1,116.9,50,50,40,Dragon,,60,Ordinary,
Shelgon,Dragon,,Overcoat, Rock Head,,65,95,100,60,50,50,420,3,1250000,FALSO,45,FALSO,FALSO,FALSO,FALSO,1.1,110.5,91.3,50,50,40,Dragon,,147,Ordinary,
Salamence,Dragon,Flying,Intimidate, Moxie,,95,135,80,110,80,100,600,3,1250000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.5,102.6,45.6,50,50,40,Dragon,,300,Ordinary,
Mega Salamence,Dragon,Flying,Aerilate,,,95,145,130,120,90,120,700,6,1250000,VERDADERO,45,FALSO,VERDADERO,FALSO,FALSO,1.8,112.6,34.8,50,50,40,Dragon,,315,Ordinary,
Beldum,Steel,Psychic,Clear Body, Light Metal,,40,55,80,35,60,30,300,3,1250000,FALSO,3,FALSO,FALSO,FALSO,FALSO,0.6,95.2,264.4,0,0,40,Mineral,,60,Ordinary,
Metang,Steel,Psychic,Clear Body, Light Metal,,60,75,100,55,80,50,420,3,1250000,FALSO,3,FALSO,FALSO,FALSO,FALSO,1.2,202.5,140.6,0,0,40,Mineral,,147,Ordinary,
Metagross,Steel,Psychic,Clear Body, Light Metal,,80,135,130,95,90,70,600,3,1250000,VERDADERO,3,FALSO,FALSO,FALSO,FALSO,1.6,550,214.8,0,0,40,Mineral,,300,Ordinary,
Mega Metagross,Steel,Psychic,Tough Claws,,,80,145,150,105,110,110,700,6,1250000,VERDADERO,3,FALSO,VERDADERO,FALSO,FALSO,2.5,942.9,150.9,0,0,40,Mineral,,315,Ordinary,
Regirock,Rock,,Clear Body, Sturdy,,80,100,200,50,100,50,580,3,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,1.7,230,79.6,0,0,80,Undiscovered,,290,Semi-Legendary,
Regice,Ice,,Clear Body, Ice Body,,80,50,100,100,200,50,580,3,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,1.8,175,54,0,0,80,Undiscovered,,290,Semi-Legendary,
Registeel,Steel,,Clear Body, Light Metal,,80,75,150,75,150,50,580,3,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,1.9,205,56.8,0,0,80,Undiscovered,,290,Semi-Legendary,
Latias,Dragon,Psychic,Levitate,,,80,80,90,110,130,110,600,3,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,1.4,40,20.4,0,100,120,Undiscovered,,300,Semi-Legendary,
Mega Latias,Dragon,Psychic,Levitate,,,80,100,120,140,150,110,700,6,1250000,VERDADERO,3,VERDADERO,VERDADERO,FALSO,FALSO,1.8,52,16,0,100,120,Undiscovered,,315,Semi-Legendary,
Latios,Dragon,Psychic,Levitate,,,80,90,80,130,110,110,600,3,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,2,60,15,100,0,120,Undiscovered,,300,Semi-Legendary,
Mega Latios,Dragon,Psychic,Levitate,,,80,130,100,160,120,110,700,6,1250000,VERDADERO,3,VERDADERO,VERDADERO,FALSO,FALSO,2.3,70,13.2,100,0,120,Undiscovered,,315,Semi-Legendary,
Kyogre,Water,,Drizzle,,,100,100,90,150,140,90,670,3,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,4.5,352,17.4,0,0,120,Undiscovered,,335,Legendary,
Primal Kyogre,Water,,Primordial Sea,,,100,150,90,180,160,90,770,6,1250000,VERDADERO,3,VERDADERO,VERDADERO,FALSO,FALSO,9.8,430,4.5,0,0,120,Undiscovered,,347,Legendary,
Groudon,Ground,,Drought,,,100,150,140,100,90,90,670,3,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,3.5,950,77.6,0,0,120,Undiscovered,,335,Legendary,
Primal Groudon,Ground,Fire,Desolate Land,,,100,180,160,150,90,90,770,6,1250000,VERDADERO,3,VERDADERO,VERDADERO,FALSO,FALSO,5,999.7,40,0,0,120,Undiscovered,,347,Legendary,
Rayquaza,Dragon,Flying,Air Lock,,,105,150,90,150,90,95,680,3,1250000,VERDADERO,45,VERDADERO,FALSO,FALSO,FALSO,7,206.5,4.2,0,0,120,Undiscovered,,340,Legendary,
Mega Rayquaza,Dragon,Flying,Delta Stream,,,105,180,100,180,100,115,780,6,1250000,VERDADERO,45,VERDADERO,VERDADERO,FALSO,FALSO,10.8,392,3.4,0,0,120,Undiscovered,,351,Legendary,
Jirachi,Steel,Psychic,Serene Grace,,,100,100,100,100,100,100,600,3,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,0.3,1.1,12.2,0,0,120,Undiscovered,,300,Mythical,
Deoxys Defense Form,Psychic,,Pressure,,,50,70,160,70,160,90,600,3,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,1.7,60.8,21,0,0,120,Undiscovered,,300,Mythical,
Deoxys Attack Form,Psychic,,Pressure,,,50,180,20,180,20,150,600,3,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,1.7,60.8,21,0,0,120,Undiscovered,,300,Mythical,
Deoxys Speed Form,Psychic,,Pressure,,,50,95,90,95,90,180,600,3,1250000,VERDADERO,3,VERDADERO,FALSO,FALSO,FALSO,1.7,60.8,21,0,0,120,Undiscovered,,300,Mythical,
Turtwig,Grass,,Overgrow, Shell Armor,,55,68,64,45,55,31,318,4,1059860,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.4,10.2,63.8,87.5,12.5,20,Monster,Grass,64,Ordinary,
Grotle,Grass,,Overgrow, Shell Armor,,75,89,85,55,65,36,405,4,1059860,FALSO,45,FALSO,FALSO,FALSO,FALSO,1.1,97,80.2,87.5,12.5,20,Monster,Grass,142,Ordinary,
Torterra,Grass,Ground,Overgrow, Shell Armor,,95,109,105,75,85,56,525,4,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,2.2,310,64,87.5,12.5,20,Monster,Grass,236,Ordinary,
Chimchar,Fire,,Blaze, Iron Fist,,44,58,44,58,44,61,309,4,1059860,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.5,6.2,24.8,87.5,12.5,20,Ground,Human-Like,62,Ordinary,
Monferno,Fire,Fighting,Blaze, Iron Fist,,64,78,52,78,52,81,405,4,1059860,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.9,22,27.2,87.5,12.5,20,Ground,Human-Like,142,Ordinary,
Infernape,Fire,Fighting,Blaze, Iron Fist,,76,104,71,104,71,108,534,4,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.2,55,38.2,87.5,12.5,20,Ground,Human-Like,240,Ordinary,
Piplup,Water,,Defiant, Torrent,,53,51,53,61,56,40,314,4,1059860,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.4,5.2,32.5,87.5,12.5,20,Water1,Ground,63,Ordinary,
Prinplup,Water,,Defiant, Torrent,,64,66,68,81,76,50,405,4,1059860,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.8,23,35.9,87.5,12.5,20,Water1,Ground,142,Ordinary,
Empoleon,Water,Steel,Defiant, Torrent,,84,86,88,111,101,60,530,4,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.7,84.5,29.2,87.5,12.5,20,Water1,Ground,239,Ordinary,
Starly,Normal,Flying,Keen Eye, Reckless,,40,55,30,30,30,60,245,4,1059860,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.3,2,22.2,50,50,15,Flying,,49,Ordinary,
Staravia,Normal,Flying,Intimidate, Reckless,,55,75,50,40,40,80,340,4,1059860,FALSO,120,FALSO,FALSO,FALSO,FALSO,0.6,15.5,43.1,50,50,15,Flying,,119,Ordinary,
Staraptor,Normal,Flying,Intimidate, Reckless,,85,120,70,50,60,100,485,4,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.2,24.9,17.3,50,50,15,Flying,,243,Ordinary,
Bidoof,Normal,,Moody, Simple, Unaware,59,45,40,35,40,31,250,4,1000000,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.5,20,80,50,50,15,Water1,Ground,50,Ordinary,
Bibarel,Normal,Water,Moody, Simple, Unaware,79,85,60,55,60,71,410,4,1000000,VERDADERO,127,FALSO,FALSO,FALSO,FALSO,1,31.5,31.5,50,50,15,Water1,Ground,144,Ordinary,
Kricketot,Bug,,Run Away, Shed Skin,,37,25,41,25,41,25,194,4,1059860,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.3,2.2,24.4,50,50,15,Bug,,39,Ordinary,
Kricketune,Bug,,Swarm, Technician,,77,85,51,55,51,65,384,4,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1,25.5,25.5,50,50,15,Bug,,134,Ordinary,
Shinx,Electric,,Guts, Intimidate, Rivalry,45,65,34,40,34,45,263,4,1059860,FALSO,235,FALSO,FALSO,FALSO,FALSO,0.5,9.5,38,50,50,20,Ground,,53,Ordinary,
Luxio,Electric,,Guts, Intimidate, Rivalry,60,85,49,60,49,60,363,4,1059860,FALSO,120,FALSO,FALSO,FALSO,FALSO,0.9,30.5,37.7,50,50,20,Ground,,127,Ordinary,
Luxray,Electric,,Guts, Intimidate, Rivalry,80,120,79,95,79,70,523,4,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.4,42,21.4,50,50,20,Ground,,262,Ordinary,
Budew,Grass,Poison,Leaf Guard, Natural Cure, Poison Point,40,30,35,50,70,55,280,4,1059860,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.2,1.2,30,50,50,20,Undiscovered,,56,Ordinary,
Roserade,Grass,Poison,Natural Cure, Poison Point, Technician,60,70,65,125,105,90,515,4,1059860,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,0.9,14.5,17.9,50,50,20,Fairy,Grass,258,Ordinary,
Cranidos,Rock,,Mold Breaker, Sheer Force,,67,125,40,30,30,58,350,4,600000,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.9,31.5,38.9,87.5,12.5,30,Monster,,70,Ordinary,
Rampardos,Rock,,Mold Breaker, Sheer Force,,97,165,60,65,50,58,495,4,600000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.6,102.5,40,87.5,12.5,30,Monster,,173,Ordinary,
Shieldon,Rock,Steel,Soundproof, Sturdy,,30,42,118,42,88,30,350,4,600000,FALSO,45,FALSO,FALSO,FALSO,FALSO,0.5,57,228,87.5,12.5,30,Monster,,70,Ordinary,
Bastiodon,Rock,Steel,Soundproof, Sturdy,,60,52,168,47,138,30,495,4,600000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.3,149.5,88.5,87.5,12.5,30,Monster,,173,Ordinary,
Mothim,Bug,Flying,Swarm, Tinted Lens,,70,94,50,94,50,66,424,4,1000000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,0.9,23.3,28.8,100,0,15,Bug,,148,Ordinary,
Combee,Bug,Flying,Honey Gather, Hustle,,30,30,42,30,42,70,244,4,1059860,FALSO,120,FALSO,FALSO,FALSO,FALSO,0.3,5.5,61.1,87.5,12.5,15,Bug,,49,Ordinary,
Vespiquen,Bug,Flying,Pressure, Unnerve,,70,80,102,80,102,40,474,4,1059860,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.2,38.5,26.7,0,100,15,Bug,,166,Ordinary,
Pachirisu,Electric,,Pickup, Run Away, Volt Absorb,60,45,70,45,90,95,405,4,1000000,VERDADERO,200,FALSO,FALSO,FALSO,FALSO,0.4,3.9,24.4,50,50,10,Ground,Fairy,142,Ordinary,
Buizel,Water,,Swift Swim, Water Veil,,55,65,35,60,30,85,330,4,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.7,29.5,60.2,50,50,20,Water1,Ground,66,Ordinary,
Floatzel,Water,,Swift Swim, Water Veil,,85,105,55,85,50,115,495,4,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1.1,33.5,27.7,50,50,20,Water1,Ground,173,Ordinary,
Cherubi,Grass,,Chlorophyll,,,45,35,45,62,53,35,275,4,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.4,3.3,20.6,50,50,20,Fairy,Grass,55,Ordinary,
Cherrim,Grass,,Flower Gift,,,70,60,70,87,78,85,450,4,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,0.5,9.3,37.2,50,50,20,Fairy,Grass,158,Ordinary,
Ambipom,Normal,,Pickup, Skill Link, Technician,75,100,66,60,66,115,482,4,800000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.2,20.3,14.1,50,50,20,Ground,,169,Ordinary,
Drifloon,Ghost,Flying,Aftermath, Flare Boost, Unburden,90,50,34,60,44,70,348,4,1640000,FALSO,125,FALSO,FALSO,FALSO,FALSO,0.4,1.2,7.5,50,50,30,Amorphous,,70,Ordinary,
Drifblim,Ghost,Flying,Aftermath, Flare Boost, Unburden,150,80,44,90,54,80,498,4,1640000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,1.2,15,10.4,50,50,30,Amorphous,,174,Ordinary,
Buneary,Normal,,Klutz, Limber, Run Away,55,66,44,44,56,85,350,4,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.4,5.5,34.4,50,50,20,Ground,Human-Like,70,Ordinary,
Lopunny,Normal,,Cute Charm, Klutz, Limber,65,76,84,54,96,105,480,4,1000000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,1.2,33.3,23.1,50,50,20,Ground,Human-Like,168,Ordinary,
